tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,9331,0,live,B4GALT6,"B4Gal-T6, beta4Gal-T6","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6","UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6|UDP-Gal:glucosylceramide beta-1,4-galactosyltransferase|UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6|beta-1,4-GalTase 6|beta-1,4-galactosyltransferase 6|beta4GalT-VI",18q11,18,NC_000018.10,31622246,31726593,minus,11,604017
9606,Homo sapiens,9334,0,live,B4GALT5,"RP5-1063B2.1, B4Gal-T5, BETA4-GALT-IV, beta4Gal-T5, beta4GalT-V, gt-V","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5","UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 5|UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5|UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 5|beta-1,4-GalT II|beta-1,4-GalT IV|beta-1,4-GalTase 5|beta-1,4-galactosyltransferase 5|beta-1.4-galactosyltransferase V|beta4-GalT IV",20q13.1-q13.2,20,NC_000020.11,49632945,49713884,minus,9,604016
9606,Homo sapiens,9348,0,live,NDST3,"UNQ2544, HSST3",N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3,GlcNAc N-deacetylase/ N-sulfotransferase 3|N-HSST 3|N-heparan sulfate sulfotransferase 3|NDST-3|bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 3|glucosaminyl N-deacetylase/N-sulfotransferase 3|hNDST-3,4q26,4,NC_000004.12,118033522,118258634,plus,15,603950
9606,Homo sapiens,9365,0,live,KL,,klotho,,13q12,13,NC_000013.11,33016063,33066145,plus,6,604824
9606,Homo sapiens,9374,0,live,PPT2,"DAAP-218M18.9, C6orf8, G14, PPT-2",palmitoyl-protein thioesterase 2,S-thioesterase G14|VE-statin2|lysosomal thioesterase PPT2|palmitoyl-protein hydrolase 2,6p21.3,6,NC_000006.12,32153452,32163681,plus,10,603298
9606,Homo sapiens,9377,0,live,COX5A,"COX, COX-VA, VA",cytochrome c oxidase subunit Va,"cytochrome c oxidase polypeptide Va|cytochrome c oxidase polypeptide, mitochondrial|cytochrome c oxidase subunit 5A, mitochondrial|mitochondrial cytochrome c oxidase subunit Va",15q24.1,15,NC_000015.10,74920275,74938154,minus,5,603773
9606,Homo sapiens,9380,0,live,GRHPR,"RP11-397D12.2, GLXR, GLYD, PH2",glyoxylate reductase/hydroxypyruvate reductase,glycerate-2-dehydrogenase,9q12,9,NC_000009.12,37422696,37436993,plus,9,604296
9606,Homo sapiens,9388,0,live,LIPG,"UNQ387/PRO719, EDL, EL, PRO719","lipase, endothelial",endothelial cell-derived lipase|endothelial lipase|lipoprotein lipase H,18q21.1,18,NC_000018.10,49560699,49592908,plus,11,603684
9606,Homo sapiens,9394,0,live,HS6ST1,"HH15, HS6ST",heparan sulfate 6-O-sulfotransferase 1,HS6ST-1|heparan-sulfate 6-O-sulfotransferase 1|heparan-sulfate 6-sulfotransferase,2q21,2,NC_000002.12,128265480,128318597,minus,2,604846
9606,Homo sapiens,9415,0,live,FADS2,"D6D, DES6, FADSD6, LLCDL2, SLL0262, TU13",fatty acid desaturase 2,delta(6) desaturase|delta(6) fatty acid desaturase|delta-6 desaturase|delta-6 fatty acid desaturase|delta-6-desaturase|linoleoyl-CoA desaturase (delta-6-desaturase)-like 2,11q12.2,11,NC_000011.10,61816203,61867354,plus,13,606149
9606,Homo sapiens,9420,0,live,CYP7B1,"CBAS3, CP7B, SPG5A","cytochrome P450, family 7, subfamily B, polypeptide 1","25-hydroxycholesterol 7-alpha-hydroxylase|cytochrome P450 7B1|cytochrome P450, subfamily VIIB (oxysterol 7 alpha-hydroxylase), polypeptide 1|oxysterol 7-alpha-hydroxylase|oxysterol 7alpha-hydroxylase",8q21.3,8,NC_000008.11,64595972,64798791,minus,6,603711
9606,Homo sapiens,9435,0,live,CHST2,"C6ST, GST-2, GST2, Gn6ST-1, HEL-S-75, glcNAc6ST-1",carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2,N-acetylglucosamine 6-O-sulfotransferase 1|carbohydrate (chondroitin 6/keratan) sulfotransferase 2|carbohydrate sulfotransferase 2|epididymis secretory protein Li 75|galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 2,3q24,3,NC_000003.12,143119776,143124014,plus,2,603798
9606,Homo sapiens,9453,0,live,GGPS1,"GGPPS, GGPPS1",geranylgeranyl diphosphate synthase 1,"(2E,6E)-farnesyl diphosphate synthase|GGPP synthase|GGPPSase|dimethylallyltranstransferase|farnesyl diphosphate synthase|farnesyltranstransferase|geranylgeranyl pyrophosphate synthase|geranyltranstransferase",1q43,1,NC_000001.11,235328438,235344532,plus,5,606982
9606,Homo sapiens,9468,0,live,PCYT1B,"CCTB, CTB","phosphate cytidylyltransferase 1, choline, beta",CCT B|CCT-beta|CT B|CTP:phosphocholine cytidylyltransferase b|choline-phosphate cytidylyltransferase B|phosphorylcholine transferase B,Xp22.11,X,NC_000023.11,24558087,24672862,minus,9,604926
9606,Homo sapiens,9469,0,live,CHST3,"C6ST, C6ST1, HSD",carbohydrate (chondroitin 6) sulfotransferase 3,C6ST-1|GST-0|carbohydrate sulfotransferase 3|chondroitin 6-O-sulfotransferase 1|galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 0,10q22.1,10,NC_000010.11,71964362,72013564,plus,4,603799
9606,Homo sapiens,9481,0,live,SLC25A27,"RP11-446F17.2, UCP4","solute carrier family 25, member 27",UCP 4|mitochondrial uncoupling protein 4|uncoupling protein 4,6p12.3,6,NC_000006.12,46652915,46678190,plus,10,613725
9606,Homo sapiens,9487,0,live,PIGL,CHIME,"phosphatidylinositol glycan anchor biosynthesis, class L","N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase|N-acetylglucosaminylphosphatidylinositol deacetylase|PIG-L|phosphatidylinositol glycan, class L|phosphatidylinositol-glycan biosynthesis class L protein",17p12-p11.2,17,NC_000017.11,16217195,16326784,plus,8,605947
9606,Homo sapiens,9488,0,live,PIGB,"GPI-MT-III, PIG-B","phosphatidylinositol glycan anchor biosynthesis, class B","GPI mannosyltransferase 3|GPI mannosyltransferase III|dol-P-Man dependent GPI mannosyltransferase|phosphatidylinositol glycan, class B|phosphatidylinositol-glycan biosynthesis class B protein",15q21.3,15,NC_000015.10,55318935,55355708,plus,13,604122
9606,Homo sapiens,9489,0,live,PGS1,,phosphatidylglycerophosphate synthase 1,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial|PGP synthase 1",17q25.3,17,NC_000017.11,78378624,78424659,plus,11,614942
9606,Homo sapiens,9497,0,live,SLC4A7,"NBC2, NBC3, NBCN1, SBC2, SLC4A6","solute carrier family 4, sodium bicarbonate cotransporter, member 7",bicarbonate transporter|electroneutral Na/HCO(3) cotransporter|sodium bicarbonate cotransporter 2|sodium bicarbonate cotransporter 2b|sodium bicarbonate cotransporter 3|solute carrier family 4 member 7,3p22,3,NC_000003.12,27372721,27484420,minus,27,603353
9606,Homo sapiens,9498,0,live,SLC4A8,"NBC3, NDCBE","solute carrier family 4, sodium bicarbonate cotransporter, member 8",electroneutral Na(+)-driven Cl-HCO3 exchanger|electroneutral sodium bicarbonate exchanger 1|k-NBC3,12q13.13,12,NC_000012.12,51391317,51515763,plus,29,605024
9606,Homo sapiens,9514,0,live,GAL3ST1,CST,galactose-3-O-sulfotransferase 1,3'-phosphoadenosine-5'-phosphosulfate:GalCer sulfotransferase|3'-phosphoadenylylsulfate:galactosylceramide 3'-sulfotransferase|GalCer sulfotransferase|cerebroside (3'-phosphoadenylylsulfate:galactosylceramide 3') sulfotransferase|cerebroside sulfotransferase|galactosylceramide sulfotransferase,22q12.2,22,NC_000022.11,30554635,30574578,minus,7,602300
9606,Homo sapiens,9517,0,live,SPTLC2,"HSN1C, LCB2, LCB2A, NSAN1C, SPT2, hLCB2a","serine palmitoyltransferase, long chain base subunit 2","LCB 2|SPT 2|long chain base biosynthesis protein 2a|serine palmitoyltransferase 2|serine palmitoyltransferase, subunit II|serine-palmitoyl-CoA transferase 2",14q24.3,14,NC_000014.9,77505997,77616767,minus,12,605713
9606,Homo sapiens,9536,0,live,PTGES,"MGST-IV, MGST1-L1, MGST1L1, MPGES, PGES, PIG12, PP102, PP1294, TP53I12, mPGES-1",prostaglandin E synthase,MGST1-like 1|glutathione S-transferase 1-like 1|microsomal glutathione S-transferase 1-like 1|microsomal prostaglandin E synthase 1|microsomal prostaglandin E synthase-1|p53-induced apoptosis protein 12|p53-induced gene 12 protein|tumor protein p53 inducible protein 12,9q34.3,9,NC_000009.12,129738336,129753065,minus,3,605172
9606,Homo sapiens,9550,0,live,ATP6V1G1,"RP11-402G3.1, ATP6G, ATP6G1, ATP6GL, ATP6J, Vma10","ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1","ATPase, H+ transporting, lysosomal (vacuolar proton pump), member J|V-ATPase 13 kDa subunit 1|V-ATPase subunit G 1|V-type proton ATPase subunit G 1|vacuolar ATP synthase subunit M16|vacuolar H(+)-ATPase subunit G 1|vacuolar proton pump subunit G 1|vacuolar proton pump subunit M16",9q32,9,NC_000009.12,114587714,114598872,plus,3,607296
9606,Homo sapiens,9551,0,live,ATP5J2,ATP5JL,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2","ATP synthase f chain, mitochondrial|ATP synthase subunit f, mitochondrial|ATP synthase, H+ transporting, mitochondrial F0 complex, subunit f|F1F0-type ATPase subunit f|F1Fo-ATP synthase complex Fo membrane domain f subunit|F1Fo-ATPase synthase f subunit",7q22.1,7,NC_000007.14,99458161,99466201,minus,4,
9606,Homo sapiens,9563,0,live,H6PD,"RP3-510D11.3, CORTRD1, G6PDH, GDH",hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase),"6-phosphogluconolactonase|G6PD, H form|GDH/6PGL endoplasmic bifunctional protein|glucose 1- dehydrogenase|glucose dehydrogenase|glucose dehyrogenase|glucose-6-phosphate dehydrogenase, salivary",1p36,1,NC_000001.11,9234764,9271337,plus,7,138090
9606,Homo sapiens,9583,0,live,ENTPD4,"LALP70, LAP70, LYSAL1, NTPDase-4, UDPase",ectonucleoside triphosphate diphosphohydrolase 4,golgi luminal UDPase|guanosine-diphosphatase like protein|lysosomal apyrase-like 1|lysosomal apyrase-like protein of 70 kDa|uridine-diphosphatase,8p21.3,8,NC_000008.11,23429152,23457731,minus,13,607577
9606,Homo sapiens,9588,0,live,PRDX6,"1-Cys, AOP2, HEL-S-128m, NSGPx, PRX, aiPLA2, p29",peroxiredoxin 6,1-Cys PRX|1-Cys peroxiredoxin|24 kDa protein|acidic calcium-independent phospholipase A2|antioxidant protein 2|epididymis secretory sperm binding protein Li 128m|liver 2D page spot 40|non-selenium glutathione peroxidase|peroxiredoxin-6|red blood cells page spot 12,1q25.1,1,NC_000001.11,173477347,173488807,plus,5,602316
9606,Homo sapiens,9615,0,live,GDA,"RP11-63P12.1, CYPIN, GUANASE, NEDASIN",guanine deaminase,GAH|cytoplasmic PSD95 interactor|guanine aminase|guanine aminohydrolase|p51-nedasin,9q21.13,9,NC_000009.12,72114595,72254822,plus,17,139260
9606,Homo sapiens,9651,0,live,PLCH2,"RP3-395M20.1, PLC-eta2, PLCL4, PLCeta2","phospholipase C, eta 2","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2|1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase eta-2|PLC-L4|RP3-395M20.1|phosphoinositide phospholipase C-eta-2|phosphoinositide phospholipase C-like 4|phospholipase C-eta-2|phospholipase C-eta2|phospholipase C-like 4|phospholipase C-like protein 4",1p36.32,1,NC_000001.11,2428887,2505532,plus,25,612836
9606,Homo sapiens,9653,0,live,HS2ST1,dJ604K5.2,heparan sulfate 2-O-sulfotransferase 1,2-O-sulfotransferase|2OST,1p22.3,1,NC_000001.11,86914652,87109998,plus,7,604844
9606,Homo sapiens,9789,0,live,SPCS2,,signal peptidase complex subunit 2 homolog (S. cerevisiae),SPase 25 kDa subunit|microsomal signal peptidase 25 kDa subunit|signal peptidase 25kDa subunit|signal peptidase complex subunit 2,11q13.4,11,NC_000011.10,74949247,74979031,plus,5,
9606,Homo sapiens,9791,0,live,PTDSS1,"LMHD, PSS1, PSSA",phosphatidylserine synthase 1,PSS-1|ptdSer synthase 1|serine-exchange enzyme I,8q22,8,NC_000008.11,96261939,96334546,plus,13,612792
9606,Homo sapiens,9807,0,live,IP6K1,"IHPK1, PiUS",inositol hexakisphosphate kinase 1,ATP:1D-myo-inositol-hexakisphosphate phosphotransferase|Pi uptake stimulator|inositol hexaphosphate kinase 1|insP6 kinase 1,3p21.31,3,NC_000003.12,49724295,49786540,minus,7,606991
9606,Homo sapiens,9856,0,live,KIAA0319,"DYLX2, DYX2, NMIG",KIAA0319,dyslexia susceptibility 2|dyslexia-associated protein KIAA0319|neuronal migration,6p22.3,6,NC_000006.12,24544103,24646155,minus,23,609269
9606,Homo sapiens,9869,0,live,SETDB1,"RP11-316M1.1, ESET, H3-K9-HMTase4, KG1T, KMT1E, TDRD21","SET domain, bifurcated 1","ERG-associated protein with SET domain|ERG-associated protein with a SET domain, ESET|H3-K9-HMTase 4|histone H3-K9 methyltransferase 4|histone-lysine N-methyltransferase SETDB1|histone-lysine N-methyltransferase, H3lysine-9 specific 4|lysine N-methyltransferase 1E|tudor domain containing 21",1q21,1,NC_000001.11,150926339,150964913,plus,22,604396
9606,Homo sapiens,9926,0,live,LPGAT1,"FAM34A, FAM34A1, NET8",lysophosphatidylglycerol acyltransferase 1,"acyl-CoA:lysophosphatidylglycerol acyltransferase 1|family with sequence similarity 34, member A",1q32,1,NC_000001.11,211743457,211875189,minus,11,610473
9606,Homo sapiens,9942,0,live,XYLB,,xylulokinase homolog (H. influenzae),xylulose kinase,3p22-p21.3,3,NC_000003.12,38346760,38414976,plus,19,604049
9606,Homo sapiens,9945,0,live,GFPT2,GFAT2,glutamine-fructose-6-phosphate transaminase 2,D-fructose-6-phosphate amidotransferase 2|GFAT 2|glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 2|glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2|glutamine: fructose-6-phosphate aminotransferase 2|glutamine:fructose 6 phosphate amidotransferase 2|glutamine:fructose-6-phosphate amidotransferase 2|hexosephosphate aminotransferase 2,5q34-q35,5,NC_000005.10,180300698,180353336,minus,19,603865
9606,Homo sapiens,9951,0,live,HS3ST4,"3-OST-4, 30ST4, 3OST4, h3-OST-4",heparan sulfate (glucosamine) 3-O-sulfotransferase 4,heparan sulfate 3-O-sulfotransferase 4|heparan sulfate 3-O-sulfotransferase-4|heparan sulfate D-glucosaminyl 3-O-sulfotransferase 4|heparan sulfate glucosamine 3-O-sulfotransferase 4,16p11.2,16,NC_000016.10,25692026,26137688,plus,2,604059
9606,Homo sapiens,9953,0,live,HS3ST3B1,"30ST3B1, 3OST3B1",heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1,3-OST-3B|h3-OST-3B|heparan sulfate 3-O-sulfotransferase 3B1|heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3B1|heparan sulfate glucosamine 3-O-sulfotransferase 3B1,17p12,17,NC_000017.11,14301050,14349404,plus,3,604058
9606,Homo sapiens,9955,0,live,HS3ST3A1,"UNQ2551/PRO6180, 30ST3A1, 3OST3A1",heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1,3-OST-3A|h3-OST-3A|heparan sulfate 3-O-sulfotransferase 3A1|heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3A1|heparan sulfate glucosamine 3-O-sulfotransferase 3A1|heparin-glucosamine 3-O-sulfotransferase,17p12,17,NC_000017.11,13495689,13601927,minus,2,604057
9606,Homo sapiens,9956,0,live,HS3ST2,"UNQ2442/PRO5004, 30ST2, 3OST2",heparan sulfate (glucosamine) 3-O-sulfotransferase 2,3-OST-2|h3-OST-2|heparan sulfate 3-O-sulfotransferase 2|heparan sulfate D-glucosaminyl 3-O-sulfotransferase 2|heparan sulfate glucosamine 3-O-sulfotransferase 2|heparin-glucosamine 3-O-sulfotransferase,16p12,16,NC_000016.10,22814539,22916338,plus,2,604056
9606,Homo sapiens,9957,0,live,HS3ST1,"3OST, 3OST1",heparan sulfate (glucosamine) 3-O-sulfotransferase 1,3-OST-1|h3-OST-1|heparan sulfate 3-O-sulfotransferase 1|heparan sulfate D-glucosaminyl 3-O-sulfotransferase 1|heparan sulfate glucosamine 3-O-sulfotransferase 1|heparin-glucosamine 3-O-sulfotransferase,4p16,4,NC_000004.12,11398364,11428913,minus,3,603244
9606,Homo sapiens,9962,0,live,SLC23A2,"RP1-237C24.1, NBTL1, SLC23A1, SVCT2, YSPL2","solute carrier family 23 (ascorbic acid transporter), member 2","Na(+)/L-ascorbic acid transporter 2|hSVCT2|nucleobase transporter-like 1 protein|sodium-dependent vitamin C transporter-2|solute carrier family 23 (nucleobase transporters), member 1|solute carrier family 23 (nucleobase transporters), member 2|solute carrier family 23 member 2|yolk sac permease-like molecule 2",20p13,20,NC_000020.11,4852356,5010293,minus,19,603791
9606,Homo sapiens,9963,0,live,SLC23A1,"SLC23A2, SVCT1, YSPL3","solute carrier family 23 (ascorbic acid transporter), member 1","Na(+)/L-ascorbic acid transporter 1|hSVCT1|sodium-dependent vitamin C transporter 1|sodium-dependent vitamin C transporter-1|solute carrier family 23 (nucleobase transporters), member 1|solute carrier family 23 (nucleobase transporters), member 2|solute carrier family 23 member 1|yolk sac permease-like molecule 3",5q31.2,5,NC_000005.10,139367196,139384943,minus,16,603790
9606,Homo sapiens,9990,0,live,SLC12A6,"ACCPN, KCC3, KCC3A, KCC3B","solute carrier family 12 (potassium/chloride transporter), member 6","K-Cl cotransporter 3|electroneutral potassium-chloride cotransporter 3|potassium chloride cotransporter 3|potassium chloride cotransporter KCC3a-S3|potassium-chloride transporter-3a|potassium-chloride transporter-3b|solute carrier family 12 (potassium/chloride transporters), member 6|solute carrier family 12 member 6",15q13,15,NC_000015.10,34229996,34338064,minus,28,604878
9606,Homo sapiens,10005,0,live,ACOT8,"RP3-337O18.2, HNAACTE, PTE-1, PTE-2, PTE1, PTE2, hACTE-III, hTE",acyl-CoA thioesterase 8,HIV-Nef associated acyl-CoA thioesterase|acyl-coenzyme A thioesterase 8|choloyl-CoA hydrolase|choloyl-coenzyme A thioesterase|long-chain fatty-acyl-CoA hydrolase|palmitoyl-CoA hydrolase|peroxisomal acyl-CoA thioesterase 1|peroxisomal acyl-coenzyme A thioester hydrolase 1|peroxisomal long-chain acyl-CoA thioesterase 1|thioesterase II|thioesterase III,20q13.12,20,NC_000020.11,45841721,45857409,minus,6,608123
9606,Homo sapiens,10007,0,live,GNPDA1,"GNP1, GNPDA, GNPI, GPI, HLN",glucosamine-6-phosphate deaminase 1,GNPDA 1|glcN6P deaminase 1|glucosamine-6-phosphate isomerase 1|oscillin,5q21,5,NC_000005.10,142000669,142013055,minus,9,601798
9606,Homo sapiens,10020,0,live,GNE,"DMRV, GLCNE, IBM2, NM, Uae1",glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,N-acylmannosamine kinase|UDP-GlcNAc-2-epimerase/ManAc kinase|UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase|UDP-N-acetylglucosamine-2-epimerase/N-acetylmannosamine kinase|bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase,9p13.3,9,NC_000009.12,36214441,36277056,minus,13,603824
9606,Homo sapiens,10026,0,live,PIGK,"RP4-564M11.1, GPI8","phosphatidylinositol glycan anchor biosynthesis, class K","GPI transamidase subunit|GPI-anchor transamidase|GPI8 homolog|PIG-K|phosphatidylinositol glycan, class K|phosphatidylinositol-glycan biosynthesis class K protein",1p31.1,1,NC_000001.11,77088981,77219447,minus,11,605087
9606,Homo sapiens,10050,0,live,SLC17A4,KAIA2138,"solute carrier family 17, member 4","Na/PO4 cotransporter|putative small intestine sodium-dependent phosphate transport protein|solute carrier family 17 (sodium phosphate), member 4",6p22.2,6,NC_000006.12,25754699,25781175,plus,13,604216
9606,Homo sapiens,10057,0,live,ABCC5,"ABC33, EST277145, MOAT-C, MOATC, MRP5, SMRP, pABC11","ATP-binding cassette, sub-family C (CFTR/MRP), member 5",ATP-binding cassette sub-family C member 5|canalicular multispecific organic anion transporter C|multi-specific organic anion transporter C|multidrug resistance-associated protein 5,3q27,3,NC_000003.12,183919934,184017939,minus,34,605251
9606,Homo sapiens,10087,0,live,COL4A3BP,"CERT, CERTL, GPBP, STARD11","collagen, type IV, alpha 3 (Goodpasture antigen) binding protein",StAR-related lipid transfer (START) domain containing 11|ceramide transfer protein|ceramide transporter|collagen type IV alpha-3-binding protein|hCERT|lipid-transfer protein CERTL,5q13.3,5,NC_000005.10,75368486,75511981,minus,20,604677
9606,Homo sapiens,10090,0,live,UST,2OST,uronyl-2-sulfotransferase,dermatan/chondroitin sulfate 2-sulfotransferase|uronyl 2-sulfotransferase,6q25.1,6,NC_000006.12,148746928,149076990,plus,10,610752
9606,Homo sapiens,10157,0,live,AASS,"LKR/SDH, LKRSDH, LORSDH",aminoadipate-semialdehyde synthase,"alpha-aminoadipate semialdehyde synthase|alpha-aminoadipic semialdehyde synthase, mitochondrial|aminoadipic semialdehyde synthase|lysine-2-oxoglutarate reductase|lysine-ketoglutarate reductase /saccharopine dehydrogenase",7q31.3,7,NC_000007.14,122073544,122144290,minus,25,605113
9606,Homo sapiens,10164,0,live,CHST4,"GST3, GlcNAc6ST2, HECGLCNAC6ST, LSST",carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4,GST-3|HEC-GlcNAc6ST|L-selectin ligand sulfotransferase|N-acetylglucosamine 6-O-sulfotransferase 2|carbohydrate sulfotransferase 4|galactose/N-acetylglucosamine/N-acetylgalactosamine 6-O-sulfotransferase 3|galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 3|glcNAc6ST-2|gn6st-2|high endothelial cells N-acetylglucosamine 6-O-sulfotransferase,16q22.2,16,NC_000016.10,71526120,71538590,plus,2,
9606,Homo sapiens,10165,0,live,SLC25A13,"ARALAR2, CITRIN, CTLN2","solute carrier family 25 (aspartate/glutamate carrier), member 13","calcium-binding mitochondrial carrier protein Aralar2|mitochondrial aspartate glutamate carrier 2|solute carrier family 25, member 13 (citrin)",7q21.3,7,NC_000007.14,96120220,96322147,minus,20,603859
9606,Homo sapiens,10166,0,live,SLC25A15,"RP11-346L13.4, D13S327, HHH, ORC1, ORNT1",solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15,mitochondrial ornithine transporter 1|ornithine transporter 1|solute carrier family 25 member 15,13q14,13,NC_000013.11,40789411,40812460,plus,7,603861
9606,Homo sapiens,10195,0,live,ALG3,"CDG1D, CDGS4, D16Ertd36e, NOT56L, Not56","ALG3, alpha-1,3- mannosyltransferase","Not56-like protein|asparagine-linked glycosylation 3 homolog (S. cerevisiae, alpha-1,3-mannosyltransferase)|asparagine-linked glycosylation 3 homolog (yeast, alpha-1,3-mannosyltransferase)|asparagine-linked glycosylation 3, alpha-1,3- mannosyltransferase homolog|asparagine-linked glycosylation protein 3 homolog|carbohydrate deficient glycoprotein syndrome type IV|dol-P-Man dependent alpha(1-3)-mannosyltransferase|dol-P-Man dependent alpha-1,3- mannosyltransferase|dol-P-Man-dependent alpha(1-3)-mannosyltransferase|dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase|dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichyl mannosyltransferase|dolichyl-phosphate-mannose--glycolipid alpha-mannosyltransferase",3q27.1,3,NC_000003.12,184242329,184249525,minus,10,608750
9606,Homo sapiens,10201,0,live,NME6,"IPIA-ALPHA, NDK 6, NM23-H6",NME/NM23 nucleoside diphosphate kinase 6,"NDP kinase 6|inhibitor of p53-induced apoptosis-alpha|non-metastatic cells 6, protein expressed in (nucleoside-diphosphate kinase)|nucleoside diphosphate kinase 6",3p21,3,NC_000003.12,48289575,48302229,minus,7,608294
9606,Homo sapiens,10229,0,live,COQ7,"CAT5, CLK-1, CLK1","coenzyme Q7 homolog, ubiquinone (yeast)","COQ7 coenzyme Q, 7 homolog ubiquinone|coenzyme Q biosynthesis protein 7 homolog|placental protein KG-20|timing protein clk-1 homolog|ubiquinone biosynthesis protein COQ7 homolog",16p12.3,16,NC_000016.10,19067595,19080095,plus,7,601683
9606,Homo sapiens,10246,0,live,SLC17A2,NPT3,"solute carrier family 17, member 2","Na(+)/PI cotransporter 3|sodium phosphate transporter 3|sodium-dependent phosphate transport protein 3|sodium/phosphate cotransporter 3|solute carrier family 17 (vesicular glutamate transporter), member 2",6p21.3,6,NC_000006.12,25912754,25930726,minus,12,611049
9606,Homo sapiens,10249,0,live,GLYAT,"ACGNAT, CAT, GAT",glycine-N-acyltransferase,AAc|HRP-1(CLP)|acyl-CoA:glycine N-acyltransferase|aralkyl acyl-CoA N-acyltransferase|aralkyl acyl-CoA:amino acid N-acyltransferase|aralkyl-CoA N-acyltransferase|benzoyl-coenzyme A:glycine N-acyltransferase|glycine N-acyltransferase|glycine N-benzoyltransferase,11q12.1,11,NC_000011.10,58708757,58731974,minus,5,607424
9606,Homo sapiens,10257,0,live,ABCC4,"RP11-74A12.1, EST170205, MOAT-B, MOATB, MRP4","ATP-binding cassette, sub-family C (CFTR/MRP), member 4","ATP-binding cassette sub-family C member 4|MRP/cMOAT-related ABC transporter|bA464I2.1 (ATP-binding cassette, sub-family C (CFTR/MRP), member 4)|canalicular multispecific organic anion transporter (ABC superfamily)|multi-specific organic anion transporter B|multidrug resistance-associated protein 4|multispecific organic anion transporter B",13q32,13,NC_000013.11,95019829,95301441,minus,33,605250
9606,Homo sapiens,10312,0,live,TCIRG1,"RP11-802E16.3, ATP6N1C, ATP6V0A3, Atp6i, OC-116kDa, OC116, OPTB1, Stv1, TIRC7, Vph1, a3","T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3","ATPase, H+ transporting, 116kD|OC-116 kDa|T-cell immune response cDNA 7|T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein a|V-ATPase 116-kDa|V-type proton ATPase 116 kDa subunit a|V-type proton ATPase 116 kDa subunit a isoform 3|osteoclastic proton pump 116 kDa subunit|specific 116-kDa vacuolar proton pump subunit|vacuolar proton translocating ATPase 116 kDa subunit A",11q13.2,11,NC_000011.10,68038995,68053839,plus,22,604592
9606,Homo sapiens,10317,0,live,B3GALT5,"B3GalT-V, B3GalTx, B3T5, GLCT5, beta-1,3-GalTase 5, beta-3-Gx-T5, beta3Gal-T5","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5","UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase 5|beta-1,3-galactosyltransferase 5|beta-3-galactosyltransferase 5|homolog of C. elegans Bt toxin resistance gene bre-5",21q22.3,21,NC_000021.9,39556442,39662889,plus,8,604066
